name;country;gross;director;budget
Orlando;France;5319445.0; Sally  Potter;4000000.0
Orlando;France;5319445.0; Sally  Potter;4000000.0
Orlando;France;5319445.0; Sally  Potter;4000000.0
Orlando;France;5319445.0; Sally  Potter;4000000.0
Orlando;France;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Italy;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Netherlands;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;Russia;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Orlando;United Kingdom;5319445.0; Sally  Potter;4000000.0
Oscar and Lucinda;Australia;4953510.0; Gillian  Armstrong;
Oscar and Lucinda;United Kingdom;4953510.0; Gillian  Armstrong;
Oscar and Lucinda;United States;4953510.0; Gillian  Armstrong;
Othello;United Kingdom;2844379.0; Oliver  Parker;11000000.0
Othello;United Kingdom;2844379.0; Oliver  Parker;11000000.0
Othello;United States;2844379.0; Oliver  Parker;11000000.0
Othello;United States;2844379.0; Oliver  Parker;11000000.0
Out to Sea;United States;29022252.0;Martha Coolidge;
Outbreak;United States;189800000.0; Wolfgang  Petersen;50000000.0
Palmetto;Germany;5878911.0; Volker  Schlöndorff;
Palmetto;United States;5878911.0; Volker  Schlöndorff;
Palookaville;United States;;Alan Taylor (director);
Panther;United Kingdom;6834525.0; Mario  Van  Peebles;
Panther;United States;6834525.0; Mario  Van  Peebles;
Paradise Lost:;United States;;Joe Berlinger and Bruce Sinofsky;
Paradise Road;Australia;2007100.0; Bruce  Beresford;19000000.0
Paris Is Burning;United States;3779620.0; Jennie  Livingston;500000.0
Paris, France;Canada;44159.0; Jerry  Ciccoritti;
Paris, Texas;France;2200000.0; Wim  Wenders;1800000.0
Paris, Texas;France;2200000.0; Wim  Wenders;1800000.0
Paris, Texas;France;2200000.0; Wim  Wenders;1800000.0
Paris, Texas;West Germany;2200000.0; Wim  Wenders;1800000.0
Paris, Texas;West Germany;2200000.0; Wim  Wenders;1800000.0
Paris, Texas;West Germany;2200000.0; Wim  Wenders;1800000.0
Party Girl;United States;472370.0; Daisy  von  Scherler  Mayer;150000.0
Passion Fish;United States;4814619.0; John  Sayles;5000000.0
Pather Panchali;India;10000000.0; Satyajit  Ray;14700.0
Pather Panchali;India;10000000.0; Satyajit  Ray;70000.0
Pather Panchali;India;10000000.0; Satyajit  Ray;14700.0
Pather Panchali;India;10000000.0; Satyajit  Ray;70000.0
Paths of Glory;United States;;Stanley Kubrick;
Patton;United States;45000000.0; Franklin  J.  Schaffner;12600000.0
Penny Serenade;United States;835000.0; George  Stevens;
Persuasion;United Kingdom;5269757.0; Roger  Michell;1000000.0
Persuasion;United Kingdom;5269757.0; Roger  Michell;1000000.0
Persuasion;United States;5269757.0; Roger  Michell;1000000.0
Persuasion;United States;5269757.0; Roger  Michell;1000000.0
Phantoms;United States;5600000.0; Joe  Chappelle;
Phat Beach;United States;1383553.0; Doug  Ellin;
Phenomenon;United States;;Jon Turteltaub;
Philadelphia;United States;206700000.0; Jonathan  Demme;26000000.0
Picnic;United States;9000000.0; Joshua  Logan;3000000.0
Picture Bride;United States;1238905.0; Kayo  Hatta;
Picture Perfect;United States;44300000.0; Glenn  Gordon  Caron;18000000.0
Pie in the Sky;United States;;Bryan Gordon;
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Wilfred Jackson;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Ben Sharpsteen;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Bill Roberts;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Hamilton Luske;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Jack Kinney;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Norman Ferguson;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;Sequence Directors;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Pinocchio;United States;164000000.0;T. Hee;2600000.0
Platoon;United States;138500000.0; Oliver  Stone;6000000.0
Pocahontas;United States;346100000.0;Eric Goldberg;55000000.0
Pocahontas;United States;346100000.0;Eric Goldberg;55000000.0
Pocahontas;United States;346100000.0;Eric Goldberg;55000000.0
Pocahontas;United States;346100000.0;Mike Gabriel;55000000.0
Pocahontas;United States;346100000.0;Mike Gabriel;55000000.0
Pocahontas;United States;346100000.0;Mike Gabriel;55000000.0
Poetic Justice;United States;27000000.0; John  Singleton;14000000.0
Poison Ivy II: Lily;United States;;Anne Goursaud;
Pollyanna;United States;3750000.0; David  Swift  (director);2500000.0
Ponette;France;3900000.0; Jacques  Doillon;2700000.0
Powder;United States;30900000.0; Victor  Salva;9500000.0
Power 98;United States;;Jaime Hellman;
Prefontaine;United States;589304.0; Steve  James  (film  producer);8000000.0
Pretty Woman;United States;463400000.0; Garry  Marshall;14000000.0
Priest;United Kingdom;;Antonia Bird;
Primal Fear;United States;102600000.0; Gregory  Hoblit;30000000.0
Primary Colors;United States;52100000.0; Mike  Nichols;65000000.0
Princess Caraboo;United States;3062530.0;Michael Austin;
Prisoner of the Mountains; Kazakhstan;;Sergei Bodrov;
Prisoner of the Mountains;Russia;;Sergei Bodrov;
Private Parts;United States;41200000.0; Betty  Thomas;28000000.0
Pulp Fiction;United States;213900000.0; Quentin  Tarantino;8.0
Pump Up the Volume;United States, Canada;11500000.0; Allan  Moyle;
Purple Noon;France;618090.0; René  Clément;
Purple Noon;Italy;618090.0; René  Clément;
Pushing Hands;Taiwan;;Ang Lee;
Pushing Hands;United States;;Ang Lee;
Radio adaptation of Gaslight;United States;4600000.0; George  Cukor;2000000.0
Radioland Murders;United States;1300000.0; Mel  Smith;15000000.0
Raging Bull;United States;23400000.0; Martin  Scorsese;18000000.0
Raiders of the Lost Ark;United States;389900000.0; Steven  Spielberg;20000000.0
Raise the Red Lantern;China;2600000.0; Zhang  Yimou;
Raise the Red Lantern;Hong Kong;2600000.0; Zhang  Yimou;
Raising Arizona;United States;29200000.0; Coen  brothers;5500000.0
Ran;France;19000000.0; Akira  Kurosawa;11000000.0
Ran;France;19000000.0; Akira  Kurosawa;11000000.0
Ran;France;19000000.0; Akira  Kurosawa;11000000.0
Ran;Japan;19000000.0; Akira  Kurosawa;11000000.0
Ran;Japan;19000000.0; Akira  Kurosawa;11000000.0
Ran;Japan;19000000.0; Akira  Kurosawa;11000000.0
Ransom;United States;309500000.0; Ron  Howard;70000000.0
Raw Deal;United States;;Anthony Mann;
Real Genius;United States;13000000.0; Martha  Coolidge;8000000.0
Reality Bites;United States;33400000.0; Ben  Stiller;11500000.0
Rear Window;United States;37000000.0; Alfred  Hitchcock;1000000.0
Rebecca;United States;6000000.0; Alfred  Hitchcock;1290000.0
Rebel Without a Cause;United States;4500000.0; Nicholas  Ray;1500000.0
Reckless;United States;103351.0; Norman  René;
Red Corner;United States;22415440.0; Jon  Avnet;48000000.0
Red Rock West;United States;2502551.0; John  Dahl;7000000.0
Relative Fear;Canada;;George Mihalka;
Renaissance Man;United States;24332324.0; Penny  Marshall;40000000.0
Rendezvous in Paris;France / West Germany;;Gabi Kubach;
Rent-a-Kid;United States;;Fred Gerber;
Reservoir Dogs;United States;2900000.0; Quentin  Tarantino;1.2
Restoration;United States;4000000.0; Michael  Hoffman  (director);19000000.0
Rhyme & Reason;United States;;Peter Spirer;
Richard III;United Kingdom;2700000.0; Richard  Loncraine;6000000.0
Richie Rich;United States;40000000.0; Donald  Petrie;40000000.0
Ripe;United States;79727.0;Mo Ogrodnik;
Rising Sun;United States;107200000.0; Philip  Kaufman;40000000.0
Robin Hood: Men in Tights;United States;35700000.0; Mel  Brooks;20000000.0
Robin Hood: Prince of Thieves;United States;390500000.0; Kevin  Reynolds  (director);48000000.0
Robinson Crusoe;United States;;Rod Hardy;
Robinson Crusoe;United States;;George T. Miller;
RoboCop 3;United States;47000000.0; Fred  Dekker;22000000.0
RocketMan;United States;15400000.0; Stuart  Gillard;16000000.0
Roman Holiday;United States;;William Wyler;
Romeo Is Bleeding;United Kingdom;3300000.0; Peter  Medak;10000000.0
Romeo Is Bleeding;United Kingdom;3300000.0; Peter  Medak;10000000.0
Romeo Is Bleeding;United Kingdom;3300000.0; Peter  Medak;10000000.0
Romeo Is Bleeding;United States;3300000.0; Peter  Medak;10000000.0
Romeo Is Bleeding;United States;3300000.0; Peter  Medak;10000000.0
Romeo Is Bleeding;United States;3300000.0; Peter  Medak;10000000.0
Romper Stomper;Australia;3300000.0; Geoffrey  Wright;1600000.0
Romy and Michele's High school Reunion:;United States;29200000.0; David  Mirkin;20000000.0
Roommates;United States;12096881.0; Peter  Yates;22000000.0
Rosencrantz & Guildenstern Are Dead;United Kingdom;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United Kingdom;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United Kingdom;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United Kingdom;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United Kingdom;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United Kingdom;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United States;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United States;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United States;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United States;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United States;65957.0; Tom  Stoppard;2430000.0
Rosencrantz & Guildenstern Are Dead;United States;65957.0; Tom  Stoppard;2430000.0
Rosewood;United States;13000000.0; John  Singleton;30000000.0
Rudy;United States;;David Anspaugh;
Rumble in the Bronx;Hong Kong;76000000.0; Stanley  Tong;7500000.0
Rumble in the Bronx;Hong Kong;76000000.0; Stanley  Tong;7500000.0
S.F.W.;United States;63513.0; Jefery  Levy;
Sabrina;United States;87100000.0; Sydney  Pollack;50.0
Sabrina;United States;87100000.0; Sydney  Pollack;
Safe;United Kingdom;512245.0; Todd  Haynes;
Safe;United States;512245.0; Todd  Haynes;
Safe Passage;United States;1600000.0; Robert  Allan  Ackerman;
Santa with Muscles;United States;220198.0;John Murlowski;
Savage Nights;France;662341.0; Cyril  Collard;
Schindler's List;United States;322200000.0; Steven  Spielberg;22000000.0
Schizopolis;United States;10580.0; Steven  Soderbergh;250000.0
Scream 2;United States;172400000.0; Wes  Craven;24000000.0
Screamers;Canada;5711695.0; Christian  Duguay  (director);14000000.0
Screamers;Canada;5711695.0; Christian  Duguay  (director);14000000.0
Screamers;United States;5711695.0; Christian  Duguay  (director);14000000.0
Screamers;United States;5711695.0; Christian  Duguay  (director);14000000.0
Searching for Bobby Fischer;United States;7266383.0; Steven  Zaillian;12000000.0
Secrets & Lies;France;13400000.0; Mike  Leigh;4500000.0
Secrets & Lies;France;13400000.0; Mike  Leigh;4500000.0
Secrets & Lies;United Kingdom;13400000.0; Mike  Leigh;4500000.0
Secrets & Lies;United Kingdom;13400000.0; Mike  Leigh;4500000.0
Selena;United States;35500000.0; Gregory  Nava;20000000.0
Selena;United States;35500000.0; Gregory  Nava;20000000.0
Sense and Sensibility;United States;135000000.0; Ang  Lee;16000000.0
Sense and Sensibility;United States;135000000.0; Ang  Lee;16000000.0
Sense and Sensibility;United Kingdom;135000000.0; Ang  Lee;16000000.0
Sense and Sensibility;United Kingdom;135000000.0; Ang  Lee;16000000.0
Senseless;United States;13109234.0; Penelope  Spheeris;15000000.0
Serial Mom;United States;7800000.0; John  Waters;13000000.0
Seven Years in Tibet;United States;131500000.0; Jean-Jacques  Annaud;70000000.0
Sex, Lies, and Videotape;United States;36700000.0; Steven  Soderbergh;1200000.0
Sgt. Bilko;United States;37956793.0; Jonathan  Lynn;39000000.0
Shadow Conspiracy;United States;2300000.0; George  P.  Cosmatos;45000000.0
Shadow of Angels;Switzerland;;Daniel Schmid;
Shall We Dance;United States;2168000.0; Mark  Sandrich;991000.0
Shall We Dance?;Japan;2720000000.0; Masayuki  Suo;
Shallow Grave;United Kingdom;19800000.0; Danny  Boyle;2500000.0
Shanghai Triad;China;2086101.0; Zhang  Yimou;
Shiloh;United States;;Chip Rosenbloom;
Shine;Australia;36000000.0; Scott  Hicks;6000000.0
Shooting Fish;United Kingdom;4000000.0; Stefan  Schwartz;2135000.0
Short Cuts;United States;6100000.0; Robert  Altman;
Showgirls;France;37800000.0; Paul  Verhoeven;40.0
Showgirls;France;37800000.0; Paul  Verhoeven;40.0
Showgirls;United States;37800000.0; Paul  Verhoeven;40.0
Showgirls;United States;37800000.0; Paul  Verhoeven;40.0
Singin' in the Rain;United States;7200000.0;Gene Kelly;2540000.0
Singin' in the Rain;United States;7200000.0;Gene Kelly;2540000.0
Singin' in the Rain;United States;7200000.0;Gene Kelly;2540000.0
Singin' in the Rain;United States;7200000.0;Stanley Donen;2540000.0
Singin' in the Rain;United States;7200000.0;Stanley Donen;2540000.0
Singin' in the Rain;United States;7200000.0;Stanley Donen;2540000.0
Six Degrees of Separation;United States;6400000.0; Fred  Schepisi;15000000.0
Sleepless in Seattle;United States;227800000.0; Nora  Ephron;21000000.0
Sleepover;United States;10000000.0; Joe  Nussbaum;10000000.0
Sliding Doors;United Kingdom;67000000.0; Peter  Howitt;6000000.0
Sliding Doors;United Kingdom;67000000.0; Peter  Howitt;6000000.0
Sliding Doors;United Kingdom;67000000.0; Peter  Howitt;6000000.0
Sliding Doors;United States;67000000.0; Peter  Howitt;6000000.0
Sliding Doors;United States;67000000.0; Peter  Howitt;6000000.0
Sliding Doors;United States;67000000.0; Peter  Howitt;6000000.0
Sling Blade;United States;34100000.0; Billy  Bob  Thornton;1200000.0
Sliver;United States;116300000.0; Phillip  Noyce;40000000.0
Small Faces;United Kingdom;;Gillies MacKinnon;
Smilla's Sense of Snow;Denmark;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Denmark;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Denmark;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Denmark;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Germany;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Germany;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Germany;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Germany;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Sweden;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Sweden;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Sweden;23100000.0; Bille  August;35000000.0
Smilla's Sense of Snow;Sweden;23100000.0; Bille  August;35000000.0
Smoke;Germany;38000000.0; Wayne  Wang;7000000.0
Smoke;Germany;38000000.0; Wayne  Wang;7000000.0
Smoke;Germany;38000000.0; Wayne  Wang;7000000.0
Smoke;Japan;38000000.0; Wayne  Wang;7000000.0
Smoke;Japan;38000000.0; Wayne  Wang;7000000.0
Smoke;Japan;38000000.0; Wayne  Wang;7000000.0
Smoke;United States;38000000.0; Wayne  Wang;7000000.0
Smoke;United States;38000000.0; Wayne  Wang;7000000.0
Smoke;United States;38000000.0; Wayne  Wang;7000000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Larry  Morey;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; David  Hand  (animator);1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Ben  Sharpsteen;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Wilfred  Jackson;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0; Perce  Pearce;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Sequence Directors;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;Supervising Director;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
Snow White and the Seven Dwarfs;United States;418000000.0;William Cottrell;1490000.0
So Dear to My Heart;United States;3700000.0; Hamilton  Luske;1500000.0
So Dear to My Heart;United States;3700000.0; Hamilton  Luske;1500000.0
So Dear to My Heart;United States;3700000.0; Harold  Schuster;1500000.0
So Dear to My Heart;United States;3700000.0; Harold  Schuster;1500000.0
So I Married an Axe Murderer;United States;11500000.0; Thomas  Schlamme;
Solo;United States;5107669.0; Norberto  Barba;19000000.0
Some Kind of Wonderful;United States;18500000.0; Howard  Deutch;
