name;country;gross;director;budget
Bordello of Blood;United States;5600000.0;Gilbert Adler;2500000.0
Bottle Rocket;United States;560069.0; Wes  Anderson;5000000.0
Boxing Helena;United States;1800000.0; Jennifer  Lynch;
Boys;United States;516350.0; Stacy  Cochran;
Boys Life;United States;;Robert Lee King;
Boys Life;United States;;Brian Sloan;
Boys Life;United States;;Raoul O'Connell;
Boys Life 2;United States;532654.0; Mark  Christopher  (director);
Boys Life 2;United States;532654.0; Nickolas  Perry;
Boys Life 2;United States;532654.0;Tom DeCerchio;
Boys Life 2;United States;532654.0;Tom Donaghy;
Boys on the Side;United States;23400000.0; Herbert  Ross;21000000.0
Braindead;New Zealand;242623.0; Peter  Jackson;3000000.0
Brassed Off;United Kingdom;3000000.0; Mark  Herman;2800000.0
Braveheart;United States;213200000.0; Mel  Gibson;65.0
Bread and Chocolate;Italy;;Franco Brusati;
Breakfast at Tiffany's;United States;14000000.0; Blake  Edwards;2500000.0
Breaking the Waves;Denmark;4000000.0; Lars  von  Trier;7500000.0
Breaking the Waves;Denmark;4000000.0; Lars  von  Trier;7500000.0
Breaking the Waves;United Kingdom;4000000.0; Lars  von  Trier;7500000.0
Breaking the Waves;United Kingdom;4000000.0; Lars  von  Trier;7500000.0
Bride of Frankenstein;United States;2000000.0; James  Whale;397000.0
Bringing Up Baby;United States;1100000.0; Howard  Hawks;1100000.0
Broken English;New Zealand;541377.0;Gregor Nicholas;
Buddy;United States;10100000.0; Caroline  Thompson;19000000.0
Bulletproof;United States;22600000.0; Ernest  Dickerson;
Bullets Over Broadway;United States;13400000.0; Woody  Allen;20000000.0
Burnt by the Sun;France;2300000.0; Nikita  Mikhalkov;3600000.0
Burnt by the Sun;France;2300000.0; Nikita  Mikhalkov;3600000.0
Burnt by the Sun;Russia;2300000.0; Nikita  Mikhalkov;3600000.0
Burnt by the Sun;Russia;2300000.0; Nikita  Mikhalkov;3600000.0
Burnt Offerings;United States;1560000.0; Dan  Curtis;2000000.0
Burnt Offerings;United States;1560000.0;Dan Curtis;2000000.0
Bushwhacked;United States;7900000.0; Greg  Beeman;
Butch Cassidy and the Sundance Kid;United States;102300000.0; George  Roy  Hill;6000000.0
Butterfly Kiss;United Kingdom;;Michael Winterbottom;
Bye Bye Love;United States;12100000.0; Sam  Weisman;
Cabin Boy;United States;3700000.0; Adam  Resnick;10000000.0
Canadian Bacon;Canada;178104.0; Michael  Moore;11000000.0
Canadian Bacon;Canada;178104.0; Michael  Moore;11000000.0
Canadian Bacon;United States;178104.0; Michael  Moore;11000000.0
Canadian Bacon;United States;178104.0; Michael  Moore;11000000.0
Cape Fear;United States;182300000.0; Martin  Scorsese;35000000.0
Cape Fear;United States;182300000.0; Martin  Scorsese;
Captives;United Kingdom;;Angela Pope;
Career Girls;United Kingdom;2416734.0; Mike  Leigh;
Carlito's Way;United States;63000000.0; Brian  De  Palma;30000000.0
Caro diario;France;;Nanni Moretti;
Caro diario;Italy;;Nanni Moretti;
Carrie;United States;33800000.0; Brian  De  Palma;1800000.0
Carried Away;United States;290978.0; Bruno  Barreto;
Casablanca;United States;4.0; Michael  Curtiz;878000.0
Casper;United States;287900000.0; Brad  Silberling;55000000.0
Castle Freak;United States;;Stuart Gordon;
Cat People;United States;21000000.0; Paul  Schrader;12500000.0
Cats Don't Dance;United States;3600000.0; Mark  Dindal;32000000.0
Caught;United States;;Robert M. Young (director);
Cemetery Man;France;;Michele Soavi;
Cemetery Man;Germany;;Michele Soavi;
Cemetery Man;Italy;;Michele Soavi;
Century;United Kingdom;;Stephen Poliakoff;
Chairman of the Board;United States;181233.0; Alex  Zamm;10000000.0
Charade;United States;13400000.0; Stanley  Donen;3000000.0
Chasers;United States;1600000.0; Dennis  Hopper;15000000.0
Chasing Amy;United States;12000000.0; Kevin  Smith;250000.0
Child Murders at Robin Hood Hills;United States;;Joe Berlinger and Bruce Sinofsky;
Children of the Corn 4: The Gathering;United States;;Greg Spence;
Children of the Revolution;Australia;;Peter Duncan (director);
Chinatown;United States;29200000.0; Roman  Polanski;6000000.0
Ciao, Professore!;Italy;;Lina Wertmüller;
Cinderella;United States;182000000.0;Wilfred Jackson;2200000.0
Cinderella;United States;182000000.0;Wilfred Jackson;2200000.0
Cinderella;United States;182000000.0;Wilfred Jackson;2200000.0
Cinderella;United States;182000000.0;Wilfred Jackson;2200000.0
Cinderella;United States;182000000.0;Clyde Geronimi;2200000.0
Cinderella;United States;182000000.0;Clyde Geronimi;2200000.0
Cinderella;United States;182000000.0;Clyde Geronimi;2200000.0
Cinderella;United States;182000000.0;Clyde Geronimi;2200000.0
Cinderella;United States;182000000.0;Hamilton Luske;2200000.0
Cinderella;United States;182000000.0;Hamilton Luske;2200000.0
Cinderella;United States;182000000.0;Hamilton Luske;2200000.0
Cinderella;United States;182000000.0;Hamilton Luske;2200000.0
Cinema Paradiso;Italy;12397210.0; Giuseppe  Tornatore;5000000.0
Circle of Friends;Ireland;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;Ireland;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;Ireland;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;United Kingdom;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;United Kingdom;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;United Kingdom;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;United States;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;United States;45000000.0; Pat  O'Connor  (director);15000000.0
Circle of Friends;United States;45000000.0; Pat  O'Connor  (director);15000000.0
Citizen Kane;United States;1600000.0; Orson  Welles;839727.0
Citizen Ruth;United States;285112.0; Alexander  Payne;3000000.0
City of Angels;United States;198700000.0; Brad  Silberling;55000000.0
City of Industry;United States;1568328.0; John  Irvin;8000000.0
City Slickers II:;United States;43000000.0; Paul  Weiland;40000000.0
Clean Slate;United States;7400000.0; Mick  Jackson  (director);
Clear and Present Danger;United States;215900000.0; Phillip  Noyce;62000000.0
Cliffhanger;United States;255000000.0; Renny  Harlin;70000000.0
Clockers;United States;13071518.0; Spike  Lee;25000000.0
Cobb;United States;1007600.0; Ron  Shelton;
Cold Comfort Farm;United Kingdom;;John Schlesinger;
Coldblooded;United States;16198.0; Wallace  Wolodarsky;
Colonel Chabert;France;13200000.0; Yves  Angelo;13400000.0
Color of Night;United States;19700000.0; Richard  Rush  (director);40000000.0
Con Air;United States;;Simon West;
Conan the Barbarian;United States;69.0; John  Milius;20000000.0
Coneheads;United States;21300000.0; Steve  Barron;33000000.0
Congo;United States;152000000.0; Frank  Marshall  (filmmaker);50000000.0
Contempt;France;;Jean-Luc Godard;1000000.0
Contempt;France;;Jean-Luc Godard;1000000.0
Contempt;France;;Jean-Luc Godard;1000000.0
Contempt;Italy;;Jean-Luc Godard;1000000.0
Contempt;Italy;;Jean-Luc Godard;1000000.0
Contempt;Italy;;Jean-Luc Godard;1000000.0
Contempt;;;Jean-Luc Godard;1000000.0
Contempt;;;Jean-Luc Godard;1000000.0
Contempt;;;Jean-Luc Godard;1000000.0
Cool Hand Luke;United States;16200000.0; Stuart  Rosenberg;3200000.0
Cool Runnings;United States;154900000.0; Jon  Turteltaub;17000000.0
Cop Land;United States;63700000.0; James  Mangold;15000000.0
Cop Land;United States;63700000.0;James Mangold;15000000.0
Cops & Robbersons;United States;11391093.0; Michael  Ritchie  (film  director);
Copycat;United States;32000000.0; Jon  Amiel;20000000.0
Corrina, Corrina;United States;20100000.0; Jessie  Nelson;22000000.0
Cosi;Australia;2896980.0; Mark  Joffe;3500000.0
Country Life;Australia;350354.0; Michael  Blakemore;
Crash;United Kingdom;23200000.0; David  Cronenberg;9000000.0
Crash;United Kingdom;23200000.0; David  Cronenberg;9000000.0
Crash;United Kingdom;23200000.0; David  Cronenberg;9000000.0
Crash;Canada;23200000.0; David  Cronenberg;9000000.0
Crash;Canada;23200000.0; David  Cronenberg;9000000.0
Crash;Canada;23200000.0; David  Cronenberg;9000000.0
Crimson Tide;United States;157400000.0; Tony  Scott;53000000.0
Critical Care;Australia;271000.0; Sidney  Lumet;12000000.0
Critical Care;Australia;271000.0; Sidney  Lumet;12000000.0
Critical Care;United States;271000.0; Sidney  Lumet;12000000.0
Critical Care;United States;271000.0; Sidney  Lumet;12000000.0
Cronos;Mexico;621392.0; Guillermo  del  Toro;2000000.0
Crooklyn;United States;13642861.0; Spike  Lee;14000000.0
Crossfire;United States;2500000.0; Edward  Dmytryk;678000.0
Crows and Sparrows;China;;Zheng Junli;
Crumb;United States;3174695.0; Terry  Zwigoff;
Cry, the Beloved Country;South Africa;676525.0; Darrell  Roodt;4000000.0
Cry, the Beloved Country;South Africa;676525.0; Darrell  Roodt;4000000.0
Cry, the Beloved Country;United States;676525.0; Darrell  Roodt;4000000.0
Cry, the Beloved Country;United States;676525.0; Darrell  Roodt;4000000.0
Curdled;United States;49620.0;Reb Braddock;2300000.0
Cyclo;France;;Tran Anh Hung;
Cyclo;Vietnam;;Tran Anh Hung;
Cyrano de Bergerac;France;41300000.0; Jean-Paul  Rappeneau;15300000.0
Cyrano de Bergerac;France;41300000.0; Jean-Paul  Rappeneau;15300000.0
Cyrano de Bergerac;Hungary;41300000.0; Jean-Paul  Rappeneau;15300000.0
Cyrano de Bergerac;Hungary;41300000.0; Jean-Paul  Rappeneau;15300000.0
D3: The Mighty Ducks;United States;22900000.0; Robert  Lieberman;
Daens;Belgium;;Stijn Coninx;
Daens;France;;Stijn Coninx;
Daens;Netherlands;;Stijn Coninx;
Dances with Wolves;United States;424200000.0; Kevin  Costner;22000000.0
Dangerous Beauty;United States;4000000.0; Marshall  Herskovitz;8000000.0
Dangerous Minds;United States;179500000.0; John  N.  Smith;23000000.0
Daniel Algrant;United States;1038959.0; Daniel  Algrant;
Dante's Peak;United States;178100000.0; Roger  Donaldson;116000000.0
Dark City;Australia;27200000.0; Alex  Proyas;27000000.0
Dark City;Australia;27200000.0; Alex  Proyas;27000000.0
Dark City;Australia;27200000.0; Alex  Proyas;27000000.0
Dark City;United States;27200000.0; Alex  Proyas;27000000.0
Dark City;United States;27200000.0; Alex  Proyas;27000000.0
Dark City;United States;27200000.0; Alex  Proyas;27000000.0
Das Boot;West Germany;84900000.0; Wolfgang  Petersen;
Das Boot;West Germany;84900000.0;Wolfgang Petersen;
Days of Thunder;United States;157900000.0; Tony  Scott;60000000.0
Dead Man;United States;1000000.0; Jim  Jarmusch;9000000.0
Dead Man Walking;United States;83000000.0; Tim  Robbins;11000000.0
Dead Poets Society;United States;235900000.0; Peter  Weir;16400000.0
Dead Presidents;United States;24100000.0;Hughes brothers;10000000.0
Dear God;United States;7138523.0; Garry  Marshall;22000000.0
Death and the Maiden;France;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;France;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;France;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;United Kingdom;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;United Kingdom;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;United Kingdom;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;United States;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;United States;3103716.0; Roman  Polanski;12000000.0
Death and the Maiden;United States;3103716.0; Roman  Polanski;12000000.0
Death in Brunswick;Australia;2725169.0; John  Ruane  (director);
Deceiver;United States;;Jonas Pate;
Deceiver;United States;;Josh Pate;
Deconstructing Harry;United States;10600000.0; Woody  Allen;20000000.0
Deep Rising;United States;11200000.0; Stephen  Sommers;45000000.0
Delta of Venus;United States;63174.0; Zalman  King;
Demolition Man;United States;159100000.0; Marco  Brambilla;45.0
Demon Knight;United States;;Ernest Dickerson;
Der bewegte Mann; Germany;;Sönke Wortmann;
Desperado;United States;25400000.0; Robert  Rodriguez;7000000.0
Desperate Measures;United States;13800000.0; Barbet  Schroeder;50000000.0
Destiny Turns on the Radio;United States;1176982.0;Jack Baran;
Devil in a Blue Dress;United States;16100000.0; Carl  Franklin;27000000.0
Diabolique;United States;162400000.0; Jeremiah  S.  Chechik;45000000.0
Dial M for Murder;United States;6000000.0; Alfred  Hitchcock;1400000.0
Die Hard;United States;140000000.0; John  McTiernan;25.0
Die Hard 2;United States;240200000.0; Renny  Harlin;62.0
Die Hard with a Vengeance;United States;366100000.0; John  McTiernan;90000000.0
Dingo;Australia;;Rolf de Heer;
Dirty Dancing;United States;214600000.0; Emile  Ardolino;4500000.0
Dolores Claiborne;United States;46400000.0; Taylor  Hackford;13000000.0
Don Juan DeMarco;United States;69000000.0; Jeremy  Leven;25000000.0
Donald Drysdale;United States;51264000.0;Robert Stevenson (director);5000000.0
Donnie Brasco;United States;124900000.0; Mike  Newell  (director);35000000.0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood;United States;20100000.0; Paris  Barclay;3800000.0
Double Happiness;Canada;759393.0;Mina Shum;
Double Team;United States;;Tsui Hark;
Down by Law;United States;1435668.0; Jim  Jarmusch;453600.0
Down Periscope;United States;;David S. Ward;
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;United Kingdom;9400000.0; Stanley  Kubrick;1800000.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;United Kingdom;9400000.0; Stanley  Kubrick;1800000.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;United States;9400000.0; Stanley  Kubrick;1800000.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;United States;9400000.0; Stanley  Kubrick;1800000.0
Dracula: Dead and Loving It;France;10700000.0; Mel  Brooks;30000000.0
Dracula: Dead and Loving It;France;10700000.0; Mel  Brooks;30000000.0
Dracula: Dead and Loving It;United States;10700000.0; Mel  Brooks;30000000.0
Dracula: Dead and Loving It;United States;10700000.0; Mel  Brooks;30000000.0
Dragonheart;Slovakia;115300000.0; Rob  Cohen;57000000.0
Dragonheart;Slovakia;115300000.0; Rob  Cohen;57000000.0
Dragonheart;Slovakia;115300000.0; Rob  Cohen;57000000.0
Dragonheart;United Kingdom;115300000.0; Rob  Cohen;57000000.0
Dragonheart;United Kingdom;115300000.0; Rob  Cohen;57000000.0
Dragonheart;United Kingdom;115300000.0; Rob  Cohen;57000000.0
Dragonheart;United States;115300000.0; Rob  Cohen;57000000.0
Dragonheart;United States;115300000.0; Rob  Cohen;57000000.0
Dragonheart;United States;115300000.0; Rob  Cohen;57000000.0
Dream with the Fishes;United States;;Finn Taylor;
Drop Dead Fred;United Kingdom;14800000.0; Ate  de  Jong;3650000.0
Drop Dead Fred;United Kingdom;14800000.0; Ate  de  Jong;6788000.0
Drop Dead Fred;United Kingdom;14800000.0; Ate  de  Jong;3650000.0
Drop Dead Fred;United Kingdom;14800000.0; Ate  de  Jong;6788000.0
Drop Dead Fred;United States;14800000.0; Ate  de  Jong;3650000.0
Drop Dead Fred;United States;14800000.0; Ate  de  Jong;6788000.0
Drop Dead Fred;United States;14800000.0; Ate  de  Jong;3650000.0
Drop Dead Fred;United States;14800000.0; Ate  de  Jong;6788000.0
Drop Zone;United States;28735315.0; John  Badham;45000000.0
Duck Soup;United States;;Leo McCarey;
Dumb and Dumber;United States;247300000.0;Peter Farrelly;17000000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Wilfred Jackson;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Ben Sharpsteen;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Bill Roberts;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Jack Kinney;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Norman Ferguson;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Samuel Armstrong;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Sequence Directors;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dumbo;United States;1300000.0;Supervising Director;950000.0
Dunston Checks In;Canada;9900000.0; Ken  Kwapis;16000000.0
Dunston Checks In;Canada;9900000.0; Ken  Kwapis;16000000.0
Dunston Checks In;United States;9900000.0; Ken  Kwapis;16000000.0
Dunston Checks In;United States;9900000.0; Ken  Kwapis;16000000.0
E.T. the Extra-Terrestrial;United States;792900000.0; Steven  Spielberg;10500000.0
East of Eden;United States;5000000.0; Elia  Kazan;
Eat Drink Man Woman;United States;7200000.0; Ang  Lee;
Eat Drink Man Woman;Taiwan;7200000.0; Ang  Lee;
Ed Wood;United States;5900000.0; Tim  Burton;18000000.0
Eddie;United States;31400000.0; Steve  Rash;30000000.0
Entertaining Angels: The Dorothy Day Story;United States;;Michael Ray Rhodes;
Eraser;United States;;Chuck Russell;
Escape from L.A.;United States;25500000.0; John  Carpenter;50000000.0
Escape from New York;United States;25200000.0; John  Carpenter;6000000.0
Escape to Witch Mountain;United States;20000000.0; John  Hough  (director);
Even Cowgirls Get the Blues;United States;1700000.0; Gus  Van  Sant;8000000.0
Event Horizon;United Kingdom;42000000.0; Paul  W.  S.  Anderson;60000000.0
Event Horizon;United Kingdom;42000000.0; Paul  W.  S.  Anderson;60000000.0
Event Horizon;United Kingdom;42000000.0; Paul  W.  S.  Anderson;60000000.0
Event Horizon;United States;42000000.0; Paul  W.  S.  Anderson;60000000.0
Event Horizon;United States;42000000.0; Paul  W.  S.  Anderson;60000000.0
Event Horizon;United States;42000000.0; Paul  W.  S.  Anderson;60000000.0
Everyone Says I Love You;United States;9800000.0; Woody  Allen;20000000.0
Eve's Bayou;United States;14842388.0; Kasi  Lemmons;3000000.0
Evil Dead II;United States;10900000.0; Sam  Raimi;3500000.0
Executive Decision;United States;122100000.0; Stuart  Baird;55000000.0
Exit To Eden;United States;6800000.0; Garry  Marshall;25.0
Exotica;Canada;5130000.0; Atom  Egoyan;2000000.0
Extreme Measures;United States;17400000.0; Michael  Apted;38000000.0
Eye for an Eye;United States;26900000.0; John  Schlesinger;20000000.0
Face/Off;United States;245700000.0; John  Woo;80000000.0
Fair Game;United States;11500000.0;Andrew Sipes;50000000.0
FairyTale: A True Story;United States;18000000.0; Charles  Sturridge;
FairyTale: A True Story;France;18000000.0; Charles  Sturridge;
Fall;United States;;Eric Schaeffer;
Falling in Love Again;United States;;Steven Paul;
Far from Home: The Adventures of Yellow Dog;United States;11642945.0; Phillip  Borsos;
Farewell My Concubine;China;5216888.0; Chen  Kaige;
Farewell My Concubine;Hong Kong;5216888.0; Chen  Kaige;
Farinelli;Belgium;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;Belgium;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;Belgium;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;France;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;France;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;France;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;Italy;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;Italy;11500000.0; Gérard  Corbiau;9000000.0
Farinelli;Italy;11500000.0; Gérard  Corbiau;9000000.0
Fast, Cheap & Out of Control;United States;878960.0; Errol  Morris;
Faster, Pussycat! Kill! Kill!;United States;36122.0; Russ  Meyer;45000.0
Fatal Instinct;United States;7839327.0; Carl  Reiner;
Father of the Bride;United States;6084000.0; Vincente  Minnelli;1215000.0
Father of the Bride Part II;United States;76600000.0; Charles  Shyer;30000000.0
Faust;Czech Republic;;Jan Švankmajer;
Faust;France;;Jan Švankmajer;
Faust;Germany;;Jan Švankmajer;
Faust;United Kingdom;;Jan Švankmajer;
Faust;United States;;Jan Švankmajer;
Fear;United States;20800000.0; James  Foley  (director);6500000.0
Fear of a Black Hat;United States;233824.0; Rusty  Cundieff;1000000.0
Fearless;United States;7000000.0; Peter  Weir;20000000.0
Feast of July;United Kingdom;293274.0; Christopher  Menaul;
Feast of July;United States;293274.0; Christopher  Menaul;
Feeling Minnesota;United States;3124440.0; Steven  Baigelman;
Feeling Minnesota;United States;3124440.0;Steven Baigelman;
Fire Down Below;United States;24500000.0; Félix  Enríquez  Alcalá;
First Kid;United States;26465920.0; David  Mickey  Evans;15000000.0
First Knight;United Kingdom;127600000.0; Jerry  Zucker;55000000.0
First Knight;United Kingdom;127600000.0; Jerry  Zucker;55000000.0
First Knight;United Kingdom;127600000.0; Jerry  Zucker;55000000.0
First Knight;United States;127600000.0; Jerry  Zucker;55000000.0
First Knight;United States;127600000.0; Jerry  Zucker;55000000.0
